balls,best_innings_bowled,best_innings_bowled_runs,best_innings_bowled_wickets,bowling_average,bowling_stike_rate,catches_taken,economy_rate,innings_bowled,last_played_year,maidens_earned,matches_played,player,playing_span,runs_conceded,start_year,team_name,wickets
0,,,,0.0,,9,,0,2021,0,8,SPD Smith,,0,2021,Delhi Daredevils,0
96,,21,1,75.5,48.0,1,9.43,5,2015,0,5,P Suyal,,151,2013,Mumbai Indians,2
24,,11,1,41.0,24.0,5,10.25,3,2011,0,11,A Symonds,,41,2011,Mumbai Indians,1
6,,,,0.0,,7,13.0,1,2010,0,22,LRPL Taylor,,13,2008,Royal Challengers Bangalore,0
0,,,,0.0,,10,,0,2013,0,40,SS Tiwary,,0,2011,Royal Challengers Bangalore,0
0,,,,0.0,,0,,0,2022,0,3,HE van der Dussen,,0,2022,Rajasthan Royals,0
54,,,,0.0,,1,8.44,7,2010,0,9,AC Voges,,76,2010,Rajasthan Royals,0
0,,,,0.0,,1,,0,2011,0,6,Sunny Singh,,0,2011,Kings XI Punjab,0
6,,,,0.0,,0,25.0,1,2011,0,1,S Sriram,,25,2011,Delhi Daredevils,0
0,,,,0.0,,11,,0,2009,0,11,YV Takawale,,0,2008,Mumbai Indians,0
102,,27,2,36.4,20.4,1,10.7,5,2024,0,5,RJW Topley,,182,2023,Royal Challengers Bangalore,5
174,,41,2,35.25,21.7,3,9.72,10,2020,0,10,I Udana,,282,2020,Royal Challengers Bangalore,8
0,,,,0.0,,0,,0,2021,0,4,M Vohra,,0,2021,Rajasthan Royals,0
6,,16,1,16.0,6.0,0,16.0,1,2010,0,1,SB Wagh,,16,2010,Rajasthan Royals,1
60,,14,1,90.0,60.0,1,9.0,5,2017,0,5,Swapnil Singh,,90,2016,Kings XI Punjab,1
1,,,,0.0,,5,24.0,1,2024,0,9,A Taide,,4,2023,Kings XI Punjab,0
245,,26,3,26.66,16.3,5,9.79,21,2021,0,27,MP Stoinis,,400,2020,Delhi Daredevils,15
0,,,,0.0,,2,,0,2015,0,29,AP Tare,,0,2010,Mumbai Indians,0
294,,25,5,28.46,22.6,1,7.55,13,2013,0,13,JD Unadkat,,370,2013,Royal Challengers Bangalore,13
1194,,21,4,25.38,20.9,16,7.27,54,2011,1,55,SK Warne,,1447,2008,Rajasthan Royals,57
1361,,10,3,27.88,22.3,21,7.49,70,2015,3,78,SR Watson,,1701,2008,Rajasthan Royals,61
54,,18,2,16.33,18.0,0,5.44,3,2017,0,3,R Tewatia,,49,2017,Kings XI Punjab,3
18,,38,1,38.0,18.0,0,12.66,1,2015,0,1,SN Thakur,,38,2015,Kings XI Punjab,1
12,,11,2,5.0,4.0,7,7.5,2,2024,0,14,T Stubbs,,15,2024,Delhi Daredevils,3
73,,9,1,38.0,24.3,0,9.36,5,2024,0,5,AS Tendulkar,,114,2023,Mumbai Indians,3
0,,,,0.0,,14,,0,2010,0,31,RV Uthappa,,0,2009,Royal Challengers Bangalore,0
228,,22,2,25.0,20.7,5,7.23,11,2010,0,11,RE van der Merwe,,275,2009,Royal Challengers Bangalore,11
54,,18,1,42.0,27.0,0,9.33,3,2023,0,3,K Yadav,,84,2021,Rajasthan Royals,2
0,,,,0.0,,12,,0,2014,0,25,DH Yagnik,,0,2011,Rajasthan Royals,0
144,,17,2,31.16,24.0,1,7.79,7,2010,0,7,J Theron,,187,2010,Kings XI Punjab,6
6,,,,0.0,,4,10.0,1,2018,0,5,MK Tiwary,,10,2018,Kings XI Punjab,0
24,,28,2,14.0,12.0,0,7.0,1,2019,0,1,J Suchith,,28,2019,Delhi Daredevils,2
36,,,,0.0,,23,9.66,4,2013,0,78,SR Tendulkar,,58,2008,Mumbai Indians,0
42,,7,2,13.33,14.0,3,5.71,4,2008,0,6,DJ Thornely,,40,2008,Mumbai Indians,3
72,,49,2,43.0,24.0,0,10.75,3,2011,0,3,JJ van der Wath,,129,2011,Royal Challengers Bangalore,3
520,,19,3,32.17,30.5,7,6.31,22,2012,0,22,DL Vettori,,547,2011,Royal Challengers Bangalore,17
0,,,,0.0,,1,,0,2008,0,1,Younis Khan,,0,2008,Rajasthan Royals,0
132,,22,3,23.5,16.5,0,8.54,6,2023,0,6,A Zampa,,188,2023,Rajasthan Royals,8
468,,16,4,25.22,17.3,7,8.73,20,2019,0,20,AJ Tye,,681,2018,Kings XI Punjab,27
151,,29,4,29.28,21.5,3,8.14,10,2013,0,21,PC Valthaty,,205,2011,Kings XI Punjab,7
20,,,,0.0,,1,11.4,2,2024,0,4,Sumit Kumar,,38,2024,Delhi Daredevils,0
0,,,,0.0,,0,,0,2017,0,3,AP Tare,,0,2017,Delhi Daredevils,0
156,,28,3,32.12,19.5,1,9.88,7,2024,0,7,N Thushara,,257,2024,Mumbai Indians,8
22,,,,0.0,,23,7.63,4,2024,0,38,NT Tilak Varma,,28,2022,Mumbai Indians,0
1306,,40,4,25.3,18.1,22,8.37,63,2013,0,64,R Vinay Kumar,,1822,2008,Royal Challengers Bangalore,72
18,,35,1,35.0,18.0,0,11.66,1,2019,0,1,CV Varun,,35,2019,Kings XI Punjab,1
30,,,,0.0,,6,7.2,3,2016,0,25,M Vijay,,36,2015,Kings XI Punjab,0
0,,,,0.0,,5,,0,2014,0,16,LRPL Taylor,,0,2012,Delhi Daredevils,0
170,,18,3,26.87,21.2,8,7.58,11,2019,0,13,R Tewatia,,215,2018,Delhi Daredevils,8
0,,,,0.0,,6,,0,2021,0,36,SS Tiwary,,0,2008,Mumbai Indians,0
120,,32,2,31.66,20.0,1,9.5,5,2022,0,5,JD Unadkat,,190,2022,Mumbai Indians,6
0,,,,0.0,,0,,0,2017,0,3,Vishnu Vinod,,0,2017,Royal Challengers Bangalore,0
0,,,,0.0,,0,,0,2018,0,4,M Vohra,,0,2018,Royal Challengers Bangalore,0
138,,39,2,31.71,19.7,0,9.65,6,2019,0,6,GC Viljoen,,222,2019,Kings XI Punjab,7
0,,,,0.0,,13,,0,2017,0,45,M Vohra,,0,2013,Kings XI Punjab,0
290,,36,4,31.53,19.3,7,9.78,14,2022,1,14,SN Thakur,,473,2022,Delhi Daredevils,15
0,,,,0.0,,9,,0,2008,0,14,RV Uthappa,,0,2008,Mumbai Indians,0
333,,17,2,38.58,27.7,6,8.34,17,2017,1,17,R Vinay Kumar,,463,2015,Mumbai Indians,12
231,,20,3,30.38,17.7,4,10.25,11,2024,0,11,V Vyshak,,395,2023,Royal Challengers Bangalore,13
570,,24,3,35.89,30.0,4,7.17,31,2021,1,31,Washington Sundar,,682,2018,Royal Challengers Bangalore,19
324,,13,3,28.57,23.1,15,7.4,27,2018,0,51,Yuvraj Singh,,400,2008,Kings XI Punjab,14
18,,,,0.0,,6,13.0,2,2015,0,24,MK Tiwary,,39,2008,Delhi Daredevils,0
0,,,,0.0,,5,,0,2015,0,7,SS Tiwary,,0,2015,Delhi Daredevils,0
0,,,,0.0,,0,,0,2023,0,3,Vishnu Vinod,,0,2023,Mumbai Indians,0
500,,29,4,29.2,20.0,8,8.76,24,2017,0,24,SR Watson,,730,2016,Royal Challengers Bangalore,25
12,,,,0.0,,7,21.5,2,2010,0,15,CL White,,43,2008,Royal Challengers Bangalore,0
205,,32,3,33.33,22.7,0,8.78,10,2015,0,10,JD Unadkat,,300,2014,Delhi Daredevils,9
215,,20,3,22.3,21.5,3,6.22,10,2013,1,10,RE van der Merwe,,223,2011,Delhi Daredevils,10
12,,,,0.0,,6,6.5,1,2024,0,20,N Wadhera,,13,2023,Mumbai Indians,0
278,,33,4,25.12,17.3,6,8.67,14,2016,0,15,D Wiese,,402,2015,Royal Challengers Bangalore,16
156,,16,2,44.25,39.0,2,6.8,8,2023,1,8,DJ Willey,,177,2022,Royal Challengers Bangalore,4
24,,,,0.0,,4,13.0,4,2013,0,25,Y Venugopal Rao,,52,2011,Delhi Daredevils,0
257,,15,3,30.18,23.3,4,7.75,12,2010,0,12,DL Vettori,,332,2008,Delhi Daredevils,11
36,,68,1,93.0,36.0,0,15.5,2,2024,0,2,L Wood,,93,2024,Mumbai Indians,1
186,,25,1,55.75,46.5,4,7.19,9,2021,0,9,J Yadav,,223,2019,Mumbai Indians,4
110,,36,3,23.75,13.7,1,10.36,5,2018,0,5,CR Woakes,,190,2018,Royal Challengers Bangalore,8
588,,23,3,31.14,21.0,6,8.89,27,2020,1,27,UT Yadav,,872,2018,Royal Challengers Bangalore,28
6,,,,0.0,,0,9.0,1,2019,0,2,GH Vihari,,9,2019,Delhi Daredevils,0
6,,,,0.0,,8,13.0,1,2014,0,11,M Vijay,,13,2014,Delhi Daredevils,0
0,,,,0.0,,43,,0,2024,0,96,SA Yadav,,0,2012,Mumbai Indians,0
30,,,,0.0,,0,11.8,2,2008,0,2,VS Yeligati,,59,2008,Mumbai Indians,0
301,,20,3,30.6,20.0,3,9.14,14,2024,0,14,Yash Dayal,,459,2024,Royal Challengers Bangalore,15
136,,35,4,37.4,27.2,4,8.25,10,2014,0,14,Yuvraj Singh,,187,2014,Royal Challengers Bangalore,5
0,,,,0.0,,0,,0,2011,0,3,MS Wade,,0,2011,Delhi Daredevils,0
0,,,,0.0,,40,,0,2024,0,89,DA Warner,,0,2009,Delhi Daredevils,0
0,,,,0.0,,0,,0,2019,0,4,Yuvraj Singh,,0,2019,Mumbai Indians,0
66,,12,1,46.0,33.0,1,8.36,3,2020,0,3,A Zampa,,92,2020,Royal Challengers Bangalore,2
0,,,,0.0,,0,,0,2014,0,3,VH Zol,,0,2014,Royal Challengers Bangalore,0
36,,38,1,72.0,36.0,1,12.0,2,2024,0,2,LB Williams,,72,2024,Delhi Daredevils,1
66,,18,2,16.4,13.2,0,7.45,3,2021,0,3,CR Woakes,,82,2021,Delhi Daredevils,5
180,,8,1,49.0,45.0,2,6.53,10,2017,0,10,J Yadav,,196,2015,Delhi Daredevils,4
288,,11,2,42.5,28.8,16,8.85,19,2024,0,27,Lalit Yadav,,425,2021,Delhi Daredevils,10
965,,24,4,30.55,22.4,11,8.16,46,2013,2,47,UT Yadav,,1314,2010,Delhi Daredevils,43
54,,14,1,72.0,54.0,2,8.0,6,2015,0,14,Yuvraj Singh,,72,2015,Delhi Daredevils,1
